0,186,2930
0,173,3350
0,168,2640
0,196,3250
0,222,4080
0,218,3670
0,170,2230
0,200,3280
0,207,3880
0,200,3400
0,221,4330
0,204,3900
0,204,4290
0,163,2110
0,212,3690
0,193,3180
0,200,3220
0,179,2750
0,197,3430
0,163,2120
0,206,3600
0,206,3600
0,220,3740
0,147,1800
0,179,2650
0,233,4840
0,230,4720
0,201,3830
0,169,2580
0,221,4060
0,212,3720
0,198,3370
0,217,4130
0,195,2830
0,220,4060
0,198,3310
0,198,3300
0,218,3690
0,200,3370
0,180,2730
0,206,4030
0,170,3260
0,157,1800
0,165,2200
0,182,2520
0,201,3330
0,214,3700
0,198,3470
0,201,3210
0,199,3200
0,203,3420
0,179,2690
1,189,2830
1,174,2070
1,177,2650
1,170,2370
1,165,2020
1,170,2280
1,184,2750
1,161,2130
1,172,2240
1,149,1760
1,154,1980
1,192,3420
1,142,1830
1,164,2050
1,174,2410
1,165,2200
1,175,2670
1,172,2160
1,155,2040
1,155,1930
1,156,1990
1,193,3170
